    0.7500000000     0.0000000000
    0.7431472000     0.0013507300
    0.7309655000     0.0024303800
    0.7138191500     0.0039217800
    0.6919776500     0.0061456700
    0.6657321200     0.0089435900
    0.6354252000     0.0120800000
    0.6014861000     0.0156057900
    0.5643825400     0.0194546200
    0.5246168000     0.0234647500
    0.4827219500     0.0273989900
    0.4392612600     0.0309892100
    0.3948295900     0.0340203800
    0.3500403300     0.0362518100
    0.3055215000     0.0374152200
    0.2619142200     0.0372530200
    0.2198518500     0.0360881400
    0.1799334400     0.0341237300
    0.1427263100     0.0314673500
    0.1087602200     0.0282207900
    0.0785193500     0.0245105100
    0.0524493500     0.0203957300
    0.0309421400     0.0160009600
    0.0144048200     0.0112612500
    0.0034676500     0.0058946700
    0.0000000000     0.0000000000
    0.0034676500    -0.0058946700
    0.0144048200    -0.0112612500
    0.0309421400    -0.0160009600
    0.0524493500    -0.0203957200
    0.0785193500    -0.0245105100
    0.1087602200    -0.0282207900
    0.1427263100    -0.0314673500
    0.1799334400    -0.0341237200
    0.2198518500    -0.0360881400
    0.2619142200    -0.0372530200
    0.3055215000    -0.0374152200
    0.3500403300    -0.0362518100
    0.3948295900    -0.0340203800
    0.4392612600    -0.0309892100
    0.4827219500    -0.0273989900
    0.5246168000    -0.0234647500
    0.5643825400    -0.0194546200
    0.6014861000    -0.0156057900
    0.6354252000    -0.0120800000
    0.6657321200    -0.0089435900
    0.6919776500    -0.0061456700
    0.7138191500    -0.0039217800
    0.7309655000    -0.0024303800
    0.7431472000    -0.0013507400
    0.7500000000     0.0000000000
