     0.967900   -0.006727
     0.972676   -0.005948
     0.977107   -0.005240
     0.981181   -0.004603
     0.984888   -0.004033
     0.988220   -0.003529
     0.991168   -0.003089
     0.993722   -0.002714
     0.995869   -0.002403
     0.997596   -0.002157
     0.998885   -0.001975
     0.999708   -0.001861
     1.000000   -0.001821
